country,question,percentage_yes,code
Cameroon,Q3 Do you think studying diseases is a part of science?,81,CMR
Cameroon,"Q5A Have you, personally, ever, learned about science at Primary School?",82,CMR
Cameroon,"Q5B Have you, personally, ever, learned about science at Secondary School?",54,CMR
Cameroon,"Q5C Have you, personally, ever, learned about science at College/University?",12,CMR
Cameroon,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",34,CMR
Cameroon,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",55.00000000000001,CMR
Cameroon,"Q8 Would you, personally, like to know more about science?",79,CMR
Cameroon,"Q9 Would you, personally, like to know more about medicine, disease, or health?",88,CMR
Cameroon,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",48,CMR
Cameroon,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",67,CMR
Cameroon,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",68,CMR
Cameroon,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",85,CMR
Cameroon,"Q23 Before today, had you ever heard of a vaccine?",94,CMR
Cameroon,"Q27 Do you, personally, have any children?",67,CMR
Cameroon,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,CMR
Cameroon,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,34,CMR
Canada,Q3 Do you think studying diseases is a part of science?,97,CAN
Canada,"Q5A Have you, personally, ever, learned about science at Primary School?",88,CAN
Canada,"Q5B Have you, personally, ever, learned about science at Secondary School?",91,CAN
Canada,"Q5C Have you, personally, ever, learned about science at College/University?",51,CAN
Canada,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",56.99999999999999,CAN
Canada,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",71,CAN
Canada,"Q8 Would you, personally, like to know more about science?",76,CAN
Canada,"Q9 Would you, personally, like to know more about medicine, disease, or health?",86,CAN
Canada,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",68,CAN
Canada,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",82,CAN
Canada,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",85,CAN
Canada,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",92,CAN
Canada,"Q23 Before today, had you ever heard of a vaccine?",97,CAN
Canada,"Q27 Do you, personally, have any children?",59,CAN
Canada,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",94,CAN
Canada,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,43,CAN
Chad,Q3 Do you think studying diseases is a part of science?,56.00000000000001,TCD
Chad,"Q5A Have you, personally, ever, learned about science at Primary School?",48,TCD
Chad,"Q5B Have you, personally, ever, learned about science at Secondary School?",28.999999999999996,TCD
Chad,"Q5C Have you, personally, ever, learned about science at College/University?",7.000000000000001,TCD
Chad,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",27,TCD
Chad,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",31,TCD
Chad,"Q8 Would you, personally, like to know more about science?",61,TCD
Chad,"Q9 Would you, personally, like to know more about medicine, disease, or health?",69,TCD
Chad,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",49,TCD
Chad,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",60,TCD
Chad,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",56.99999999999999,TCD
Chad,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",63,TCD
Chad,"Q23 Before today, had you ever heard of a vaccine?",70,TCD
Chad,"Q27 Do you, personally, have any children?",71,TCD
Chad,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",89,TCD
Chad,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,37,TCD
Chile,Q3 Do you think studying diseases is a part of science?,91,CHL
Chile,"Q5A Have you, personally, ever, learned about science at Primary School?",76,CHL
Chile,"Q5B Have you, personally, ever, learned about science at Secondary School?",71,CHL
Chile,"Q5C Have you, personally, ever, learned about science at College/University?",28.000000000000004,CHL
Chile,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",37,CHL
Chile,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",56.00000000000001,CHL
Chile,"Q8 Would you, personally, like to know more about science?",72,CHL
Chile,"Q9 Would you, personally, like to know more about medicine, disease, or health?",84,CHL
Chile,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",49,CHL
Chile,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",64,CHL
Chile,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",48,CHL
Chile,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",72,CHL
Chile,"Q23 Before today, had you ever heard of a vaccine?",91,CHL
Chile,"Q27 Do you, personally, have any children?",70,CHL
Chile,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",97,CHL
Chile,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,50,CHL
China,Q3 Do you think studying diseases is a part of science?,82,CHN
China,"Q5A Have you, personally, ever, learned about science at Primary School?",68,CHN
China,"Q5B Have you, personally, ever, learned about science at Secondary School?",65,CHN
China,"Q5C Have you, personally, ever, learned about science at College/University?",24,CHN
China,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",30,CHN
China,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",41,CHN
China,"Q8 Would you, personally, like to know more about science?",72,CHN
China,"Q9 Would you, personally, like to know more about medicine, disease, or health?",79,CHN
China,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",62,CHN
China,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",75,CHN
China,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",76,CHN
China,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",89,CHN
China,"Q23 Before today, had you ever heard of a vaccine?",89,CHN
China,"Q27 Do you, personally, have any children?",78,CHN
China,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",88,CHN
Colombia,Q3 Do you think studying diseases is a part of science?,90,COL
